profile,ear,band,active_prescription,centre_hz,edge_low_hz,edge_high_hz,input_level_db_spl,camfit_gain_db,output_level_db_spl,sigma_graph_input_dbfs,sigma_graph_output_dbfs,sigma_output_after_global_headroom_dbfs,global_headroom_gain_db,within_configured_sigma_graph_range
N5,left,6,True,2378.0000,1833.7000,3084.2000,45.0,43.913540,88.913540,-55.000000,-11.086460,-31.086460,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,46.0,43.255645,89.255645,-54.000000,-10.744355,-30.744355,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,47.0,42.597751,89.597751,-53.000000,-10.402249,-30.402249,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,48.0,41.939856,89.939856,-52.000000,-10.060144,-30.060144,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,49.0,41.281961,90.281961,-51.000000,-9.718039,-29.718039,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,50.0,40.624066,90.624066,-50.000000,-9.375934,-29.375934,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,51.0,39.966172,90.966172,-49.000000,-9.033828,-29.033828,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,52.0,39.308277,91.308277,-48.000000,-8.691723,-28.691723,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,53.0,38.650382,91.650382,-47.000000,-8.349618,-28.349618,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,54.0,37.992487,91.992487,-46.000000,-8.007513,-28.007513,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,55.0,37.334593,92.334593,-45.000000,-7.665407,-27.665407,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,56.0,36.676698,92.676698,-44.000000,-7.323302,-27.323302,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,57.0,36.018803,93.018803,-43.000000,-6.981197,-26.981197,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,58.0,35.360909,93.360909,-42.000000,-6.639091,-26.639091,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,59.0,34.703014,93.703014,-41.000000,-6.296986,-26.296986,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,60.0,34.045119,94.045119,-40.000000,-5.954881,-25.954881,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,61.0,33.387224,94.387224,-39.000000,-5.612776,-25.612776,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,62.0,32.729330,94.729330,-38.000000,-5.270670,-25.270670,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,63.0,32.071435,95.071435,-37.000000,-4.928565,-24.928565,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,64.0,31.413540,95.413540,-36.000000,-4.586460,-24.586460,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,65.0,30.755645,95.755645,-35.000000,-4.244355,-24.244355,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,66.0,30.097751,96.097751,-34.000000,-3.902249,-23.902249,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,67.0,29.439856,96.439856,-33.000000,-3.560144,-23.560144,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,68.0,28.781961,96.781961,-32.000000,-3.218039,-23.218039,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,69.0,28.124066,97.124066,-31.000000,-2.875934,-22.875934,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,70.0,27.466172,97.466172,-30.000000,-2.533828,-22.533828,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,71.0,26.808277,97.808277,-29.000000,-2.191723,-22.191723,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,72.0,26.150382,98.150382,-28.000000,-1.849618,-21.849618,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,73.0,25.492487,98.492487,-27.000000,-1.507513,-21.507513,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,74.0,24.834593,98.834593,-26.000000,-1.165407,-21.165407,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,75.0,24.176698,99.176698,-25.000000,-0.823302,-20.823302,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,76.0,23.518803,99.518803,-24.000000,-0.481197,-20.481197,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,77.0,22.860909,99.860909,-23.000000,-0.139091,-20.139091,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,78.0,22.000000,100.000000,-22.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,79.0,21.000000,100.000000,-21.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,80.0,20.000000,100.000000,-20.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,81.0,19.000000,100.000000,-19.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,82.0,18.000000,100.000000,-18.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,83.0,17.000000,100.000000,-17.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,84.0,16.000000,100.000000,-16.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,85.0,15.000000,100.000000,-15.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,86.0,14.000000,100.000000,-14.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,87.0,13.000000,100.000000,-13.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,88.0,12.000000,100.000000,-12.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,89.0,11.000000,100.000000,-11.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,90.0,10.000000,100.000000,-10.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,91.0,9.000000,100.000000,-9.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,92.0,8.000000,100.000000,-8.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,93.0,7.000000,100.000000,-7.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,94.0,6.000000,100.000000,-6.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,95.0,5.000000,100.000000,-5.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,96.0,4.000000,100.000000,-4.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,97.0,3.000000,100.000000,-3.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,98.0,2.000000,100.000000,-2.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,99.0,1.000000,100.000000,-1.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,100.0,0.000000,100.000000,0.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,101.0,-1.000000,100.000000,1.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,102.0,-2.000000,100.000000,2.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,103.0,-3.000000,100.000000,3.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,104.0,-4.000000,100.000000,4.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,105.0,-5.000000,100.000000,5.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,106.0,-6.000000,100.000000,6.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,107.0,-7.000000,100.000000,7.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,108.0,-8.000000,100.000000,8.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,109.0,-9.000000,100.000000,9.000000,0.000000,-20.000000,-20.000000,True
N5,left,6,True,2378.0000,1833.7000,3084.2000,110.0,-10.000000,100.000000,10.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,-10.0,57.333608,47.333608,-110.000000,-52.666392,-72.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,-9.0,57.333608,48.333608,-109.000000,-51.666392,-71.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,-8.0,57.333608,49.333608,-108.000000,-50.666392,-70.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,-7.0,57.333608,50.333608,-107.000000,-49.666392,-69.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,-6.0,57.333608,51.333608,-106.000000,-48.666392,-68.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,-5.0,57.333608,52.333608,-105.000000,-47.666392,-67.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,-4.0,57.333608,53.333608,-104.000000,-46.666392,-66.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,-3.0,57.333608,54.333608,-103.000000,-45.666392,-65.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,-2.0,57.333608,55.333608,-102.000000,-44.666392,-64.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,-1.0,57.333608,56.333608,-101.000000,-43.666392,-63.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,0.0,57.333608,57.333608,-100.000000,-42.666392,-62.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,1.0,57.333608,58.333608,-99.000000,-41.666392,-61.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,2.0,57.333608,59.333608,-98.000000,-40.666392,-60.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,3.0,57.333608,60.333608,-97.000000,-39.666392,-59.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,4.0,57.333608,61.333608,-96.000000,-38.666392,-58.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,5.0,57.333608,62.333608,-95.000000,-37.666392,-57.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,6.0,57.333608,63.333608,-94.000000,-36.666392,-56.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,7.0,57.333608,64.333608,-93.000000,-35.666392,-55.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,8.0,57.333608,65.333608,-92.000000,-34.666392,-54.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,9.0,57.333608,66.333608,-91.000000,-33.666392,-53.666392,-20.000000,False
N5,left,7,True,4000.0000,3084.2000,5187.3000,10.0,57.333608,67.333608,-90.000000,-32.666392,-52.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,11.0,57.333608,68.333608,-89.000000,-31.666392,-51.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,12.0,57.333608,69.333608,-88.000000,-30.666392,-50.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,13.0,57.333608,70.333608,-87.000000,-29.666392,-49.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,14.0,57.333608,71.333608,-86.000000,-28.666392,-48.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,15.0,57.333608,72.333608,-85.000000,-27.666392,-47.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,16.0,57.333608,73.333608,-84.000000,-26.666392,-46.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,17.0,57.333608,74.333608,-83.000000,-25.666392,-45.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,18.0,57.333608,75.333608,-82.000000,-24.666392,-44.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,19.0,57.333608,76.333608,-81.000000,-23.666392,-43.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,20.0,57.333608,77.333608,-80.000000,-22.666392,-42.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,21.0,57.333608,78.333608,-79.000000,-21.666392,-41.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,22.0,57.333608,79.333608,-78.000000,-20.666392,-40.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,23.0,57.333608,80.333608,-77.000000,-19.666392,-39.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,24.0,56.675713,80.675713,-76.000000,-19.324287,-39.324287,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,25.0,56.017819,81.017819,-75.000000,-18.982181,-38.982181,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,26.0,55.359924,81.359924,-74.000000,-18.640076,-38.640076,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,27.0,54.702029,81.702029,-73.000000,-18.297971,-38.297971,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,28.0,54.044134,82.044134,-72.000000,-17.955866,-37.955866,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,29.0,53.386240,82.386240,-71.000000,-17.613760,-37.613760,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,30.0,52.728345,82.728345,-70.000000,-17.271655,-37.271655,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,31.0,52.070450,83.070450,-69.000000,-16.929550,-36.929550,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,32.0,51.412555,83.412555,-68.000000,-16.587445,-36.587445,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,33.0,50.754661,83.754661,-67.000000,-16.245339,-36.245339,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,34.0,50.096766,84.096766,-66.000000,-15.903234,-35.903234,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,35.0,49.438871,84.438871,-65.000000,-15.561129,-35.561129,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,36.0,48.780977,84.780977,-64.000000,-15.219023,-35.219023,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,37.0,48.123082,85.123082,-63.000000,-14.876918,-34.876918,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,38.0,47.465187,85.465187,-62.000000,-14.534813,-34.534813,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,39.0,46.807292,85.807292,-61.000000,-14.192708,-34.192708,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,40.0,46.149398,86.149398,-60.000000,-13.850602,-33.850602,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,41.0,45.491503,86.491503,-59.000000,-13.508497,-33.508497,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,42.0,44.833608,86.833608,-58.000000,-13.166392,-33.166392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,43.0,44.175713,87.175713,-57.000000,-12.824287,-32.824287,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,44.0,43.517819,87.517819,-56.000000,-12.482181,-32.482181,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,45.0,42.859924,87.859924,-55.000000,-12.140076,-32.140076,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,46.0,42.202029,88.202029,-54.000000,-11.797971,-31.797971,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,47.0,41.544134,88.544134,-53.000000,-11.455866,-31.455866,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,48.0,40.886240,88.886240,-52.000000,-11.113760,-31.113760,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,49.0,40.228345,89.228345,-51.000000,-10.771655,-30.771655,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,50.0,39.570450,89.570450,-50.000000,-10.429550,-30.429550,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,51.0,38.912555,89.912555,-49.000000,-10.087445,-30.087445,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,52.0,38.254661,90.254661,-48.000000,-9.745339,-29.745339,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,53.0,37.596766,90.596766,-47.000000,-9.403234,-29.403234,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,54.0,36.938871,90.938871,-46.000000,-9.061129,-29.061129,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,55.0,36.280977,91.280977,-45.000000,-8.719023,-28.719023,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,56.0,35.623082,91.623082,-44.000000,-8.376918,-28.376918,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,57.0,34.965187,91.965187,-43.000000,-8.034813,-28.034813,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,58.0,34.307292,92.307292,-42.000000,-7.692708,-27.692708,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,59.0,33.649398,92.649398,-41.000000,-7.350602,-27.350602,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,60.0,32.991503,92.991503,-40.000000,-7.008497,-27.008497,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,61.0,32.333608,93.333608,-39.000000,-6.666392,-26.666392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,62.0,31.675713,93.675713,-38.000000,-6.324287,-26.324287,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,63.0,31.017819,94.017819,-37.000000,-5.982181,-25.982181,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,64.0,30.359924,94.359924,-36.000000,-5.640076,-25.640076,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,65.0,29.702029,94.702029,-35.000000,-5.297971,-25.297971,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,66.0,29.044134,95.044134,-34.000000,-4.955866,-24.955866,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,67.0,28.386240,95.386240,-33.000000,-4.613760,-24.613760,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,68.0,27.728345,95.728345,-32.000000,-4.271655,-24.271655,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,69.0,27.070450,96.070450,-31.000000,-3.929550,-23.929550,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,70.0,26.412555,96.412555,-30.000000,-3.587445,-23.587445,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,71.0,25.754661,96.754661,-29.000000,-3.245339,-23.245339,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,72.0,25.096766,97.096766,-28.000000,-2.903234,-22.903234,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,73.0,24.438871,97.438871,-27.000000,-2.561129,-22.561129,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,74.0,23.780977,97.780977,-26.000000,-2.219023,-22.219023,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,75.0,23.123082,98.123082,-25.000000,-1.876918,-21.876918,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,76.0,22.465187,98.465187,-24.000000,-1.534813,-21.534813,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,77.0,21.807292,98.807292,-23.000000,-1.192708,-21.192708,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,78.0,21.149398,99.149398,-22.000000,-0.850602,-20.850602,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,79.0,20.491503,99.491503,-21.000000,-0.508497,-20.508497,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,80.0,19.833608,99.833608,-20.000000,-0.166392,-20.166392,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,81.0,19.000000,100.000000,-19.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,82.0,18.000000,100.000000,-18.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,83.0,17.000000,100.000000,-17.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,84.0,16.000000,100.000000,-16.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,85.0,15.000000,100.000000,-15.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,86.0,14.000000,100.000000,-14.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,87.0,13.000000,100.000000,-13.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,88.0,12.000000,100.000000,-12.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,89.0,11.000000,100.000000,-11.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,90.0,10.000000,100.000000,-10.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,91.0,9.000000,100.000000,-9.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,92.0,8.000000,100.000000,-8.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,93.0,7.000000,100.000000,-7.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,94.0,6.000000,100.000000,-6.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,95.0,5.000000,100.000000,-5.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,96.0,4.000000,100.000000,-4.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,97.0,3.000000,100.000000,-3.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,98.0,2.000000,100.000000,-2.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,99.0,1.000000,100.000000,-1.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,100.0,0.000000,100.000000,0.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,101.0,-1.000000,100.000000,1.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,102.0,-2.000000,100.000000,2.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,103.0,-3.000000,100.000000,3.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,104.0,-4.000000,100.000000,4.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,105.0,-5.000000,100.000000,5.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,106.0,-6.000000,100.000000,6.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,107.0,-7.000000,100.000000,7.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,108.0,-8.000000,100.000000,8.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,109.0,-9.000000,100.000000,9.000000,0.000000,-20.000000,-20.000000,True
N5,left,7,True,4000.0000,3084.2000,5187.3000,110.0,-10.000000,100.000000,10.000000,0.000000,-20.000000,-20.000000,True
N5,left,8,True,6727.0000,5187.3000,8724.1000,-10.0,71.596912,61.596912,-110.000000,-38.403088,-58.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,-9.0,71.596912,62.596912,-109.000000,-37.403088,-57.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,-8.0,71.596912,63.596912,-108.000000,-36.403088,-56.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,-7.0,71.596912,64.596912,-107.000000,-35.403088,-55.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,-6.0,71.596912,65.596912,-106.000000,-34.403088,-54.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,-5.0,71.596912,66.596912,-105.000000,-33.403088,-53.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,-4.0,71.596912,67.596912,-104.000000,-32.403088,-52.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,-3.0,71.596912,68.596912,-103.000000,-31.403088,-51.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,-2.0,71.596912,69.596912,-102.000000,-30.403088,-50.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,-1.0,71.596912,70.596912,-101.000000,-29.403088,-49.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,0.0,71.596912,71.596912,-100.000000,-28.403088,-48.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,1.0,71.596912,72.596912,-99.000000,-27.403088,-47.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,2.0,71.596912,73.596912,-98.000000,-26.403088,-46.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,3.0,71.596912,74.596912,-97.000000,-25.403088,-45.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,4.0,71.596912,75.596912,-96.000000,-24.403088,-44.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,5.0,71.596912,76.596912,-95.000000,-23.403088,-43.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,6.0,71.596912,77.596912,-94.000000,-22.403088,-42.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,7.0,71.596912,78.596912,-93.000000,-21.403088,-41.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,8.0,71.596912,79.596912,-92.000000,-20.403088,-40.403088,-20.000000,False
N5,left,8,True,6727.0000,5187.3000,8724.1000,9.0,71.596912,80.596912,-91.000000,-19.403088,-39.403088,-20.000000,False
